name,genres,year,url,description
Корзинка фруктов, Драма  Комедия  Повседневность  Романтика  Сёдзё  Фэнтези,2019,https://animestars.org/aniserials/video/drama/427-korzinka-fruktov.html,"На дворе 2019-ый год, а я вижу тут Аниме с задатками сюжета начала 2000-ных… да как так то? Стоп… ремейк, да? Ну ладно. Ничего нового я вам и не расскажу, если вы смотрели Оригинал, а если не смотрели, то слушайте. Тору Хонда – простая и жизнерадостная старшеклассница. Она ходит в школу, у неё есть друзья и жизнь идёт своим чередом. Всё меняется в одночасье, когда погибает её мама...."
Корзинка фруктов 2 сезон, Драма  Комедия  Повседневность  Романтика  Сверхъестественное  Сёдзё,2020,https://animestars.org/aniserials/video/drama/749-korzinka-fruktov-2-sezon.html,"Очень необычное окружение собралось вокруг главной героини. Девушка, которую приютила семья Сома, во всю старается жить полной жизнью. Это не мешает её окружению проявлять к ней интерес. Несмотря на то, что девушку воспитывала очень строгая мать, она не хотела, чтобы её дочь выросла жестокой. Лишь желание воспитать в ней послушную девочку, которая поступит в университет и сделает..."
Корзинка фруктов: Финал, Драма  Комедия  Повседневность  Романтика  Сверхъестественное  Сёдзё,2021,https://animestars.org/aniserials/video/drama/1108-korzinka-fruktov-final.html,"Сложно выделить кого-то одного из Аниме «Fruits Basket The Final» и вручить ему почетное звание главного героя. Это очень цепляет, когда, наблюдая за Хондой Тору, ты никак не выпускаешь из поля зрения других героев. Каждый новый день приносит все больше открытий. Девушка стала посвященной в тайну семьи Сома. Эта тайна, на первый взгляд кажется самой обычной, только вот стоит..."
Королевская игра, Детектив  Драма  Мистика  Ужасы  Школа,2017,https://animestars.org/aniserials/video/detective/199-korolevskaya-igra.html," Нобуаки Каназава перешел в новую школу и никто не знает почему. Школа находится в глубинке, а Нобуаки раньше учился в хорошей школе в городе, что уже вызывает много вопросов. Нобуаки не стал даже пытаться влиться в коллектив, хотя одна из самых красивых девушек в классе Нацика проявила по отношению к нему симпатию. Через пару дней после его знакомства с новым классом он получил..."
Королевский рейд: Наследники воли, Экшен  Приключения  Фэнтези,2020,https://animestars.org/aniserials/video/action/861-korolevskij-rejd-nasledniki-voli.html,"Приключения в мире меча и магии всегда разнообразны. Возьмем же нашу с вами историю о оруженосце Каселе. Парень очень смышленый, всегда придет товарищам на выручку. Жил себе да не тужил, но, как водится, главным героям спокойная жизнь может только снится. Еще вчера ты жил простой и спокойной жизнью. Сегодня, ты возвращаешься на поле битвы в надежде уничтожить демонов, слухи о..."
Королевский репетитор, История  Комедия  Повседневность  Сёнэн,2017,https://animestars.org/aniserials/video/historical/841-korolevskij-repetitor.html,"Учителя всю свою жизнь посвящают детям. Каждый день они привносят в вашу жизнь новые знания. Эти знания вы можете использовать по-разному. Есть люди, которые умеют их фильтровать и оставлять только нужные для себя. Очень хороший навык, между прочим. В школах всех заставляют быть максимально универсальными. В университетах мы выбираем профессию для себя и для своей души. В первую..."
"Король демонов, попытайтесь снова!", Экшен  Комедия  Приключения  Фэнтези,2019,https://animestars.org/aniserials/video/action/515-korol-demonov-popytaytes-snova.html,"Тренды на попадания в другой мир никуда не деваются и в данном Аниме мы снова будем наблюдать то, как человек живущий в Японии, да еще и являясь главным героем и сего тайтла не боится играть в компьютерные игры. Ему ли не знать о том, что если ты Главный Герой, то тебя в любой момент может через компьютер перенести в другой мир. А еще и засосать туда может насильно. Вот уж дилетант...."
Король шаманов 2021, Комедия  Приключения  Сверхъестественное  Сёнэн  Фэнтези  Многосерийные  Новинки,2021,https://animestars.org/aniserials/video/comedy/1079-korol-shamanov-2021.html,"В аниме Shaman King будет поведано о людях, которые способны видеть духов. Не трудно догадаться о том, что видеть их способен далеко не каждый. В очень близком будущем мы станем свидетелями великого турнира шаманов. За первое место в нем будет состязаться необычный паренек по имени Йо Асакура. Парень то не простой, а шаман древнего японского рода Асакура. В его приключении он..."
Корона греха / Корона грешника, Драма  Меха  Постапокалиптика  Приключения  Романтика  Трагедия  Фантастика,2011,https://animestars.org/aniserials/video/drama/81-korona-greha-korona-greshnika.html,"Пустота… Пустота в душе. Именно она порой может стать частью чего-то страшного, а порой и не исправимого. Кто знает, может в будущем мы сможем видеть людей на сквозь, тем самым зная, что они скрывают, на какие чувства полагаются, а может и вообще манипулировать ими используя ту самую пустоту в душе. Возможно именно такой эксперимент проводили в Японии в далеком 2029 году. 2039 год...."
Космические братья, Комедия  Повседневность  Сэйнэн  Фантастика  Многосерийные,2012,https://animestars.org/aniserials/video/comedy/504-kosmicheskie-bratya.html,"Хибито Нанба еще в детстве на пару с братом мечтал стать космонавтом. Однажды им довелось увидеть светящийся неопознанный объект в небе и с тех пор мечта у них и зародилась. Они пообещали друг другу, что обязательно если не вместе, то по отдельности полетят в космос. Проходят годы, они становятся взрослыми. Хибито не отказывается от мечты, он шаг за шагом идет к ней и в итоге..."
Космический денди 1 сезон, Комедия  Пародия  Повседневность  Сэйнэн  Фантастика,2014,https://animestars.org/aniserials/video/comedy/136-kosmicheskiy-dendi.html," Даже в будущем каждый зарабатывает как может на осуществление своей мечты, ведь обзавестись целой сетью собственных ресторанов способен только богатый человек. А пока мечтающий о своих ресторанах, Дэнди промышляет охотой за незарегистрированными до сих пор инопланетными созданиями и получает за это неплохие деньги. Доставив в очередной раз инспектору Скарлет в отдел регистрации..."
Космический денди 2 сезон, Комедия  Приключения  Фантастика,2014,https://animestars.org/aniserials/video/comedy/938-kosmicheskij-dendi-2-sezon.html,"Существует профессия, связанна с поиском и уничтожением инопланетных существ. Мужчина с аниме «Космический денди 2» является тем самым профессионалом, кто сталкивался с неизвестными субъектами, и побеждал их в неравном бою. Ежедневно, герою приходиться скитаться по всему галактическому пространству, пытаться не просто найти новую форму жизни, чтобы подружиться или найти общий язык,..."
Космический линкор Тирамису, Комедия  Меха  Пародия  Повседневность  Сэйнэн  Фантастика,2018,https://animestars.org/aniserials/video/comedy/286-kosmicheskiy-linkor-tiramisu.html,"Пародийное фантастическое аниме, в котором действие разворачивается на космическом корабле «Тирамису». На борту этого корабля очень много людей, и один из них Субару Ичиносе. С ним постоянно случаются какие-то курьезные ситуации. Врагов в космосе у человечества много, и команда то и дело вступает в бой. От пилота Ичиносе многое зависит, а он во время битвы порой не может..."
Котоура-сан, Драма  Комедия  Романтика  Сэйнэн  Триллер  Фантастика  Школа,2013,https://animestars.org/aniserials/video/drama/175-kotoura-san.html," Харука Котоура является удивительным человеком, поскольку с детства имеет экстрасенсорные способности. Она может слышать чужие мысли. Некоторые подумают, что ей очень повезло, однако сама она себя считает проклятой. Сами посудите, с самого раннего детства ее никто не понимает, так как таким людям приходится жить в этом мире очень тяжело. Из-за своих способностей, они становятся..."
Кошачий рай, Комедия  Романтика,2020,https://animestars.org/aniserials/video/comedy/669-koshachiy-ray.html,"Генная инженерия достигнет небывалых высот в будущем. С нынешними технологиями, невозможно достичь многого, однако, прогресс не стоит на месте и всячески развивается. Когда при помощи генной инженерии можно будет излечить человечество от любых болезней, это будет далеко не её вершина. С её помощью можно будет творить настоящие чудеса. Сложно предугадать в каком направлении будет..."
Кошечка из Сакурасо, Драма  Комедия  Повседневность  Романтика  Сэйнэн  Школа  Этти,2012,https://animestars.org/aniserials/video/drama/119-koshechka-iz-sakuraso.html," Что может быть прекрасней, чем жить в общежитии в студенческие годы? Особенно те, в которых можно делать почти все, что тебе вздумается? Думаю ничего, хотя, наши мнения не редко расходятся. В общежитиях Японии действуют очень строгие правила, и не дай бог тебе нарушить хоть одно, то ты с треском вылетишь из него. Такова участь постигла нашего главного героя Сорату Канду... Беднягу..."
Красный Марс, Экшен  Вампиры  Война  История  Сверхъестественное,2021,https://animestars.org/aniserials/video/action/1077-krasnyj-mars.html,"События аниме с интересным названием Mars Red поведает нам о очень интересной истории противостояния людей и вампиров. Вы себе только представьте. Одна раса целиком зависит от другой. Если люди вымрут, то и вампиры как раса, питающаяся кровью будет полностью уничтожена сама по себе. Все меняется сразу же в тот момент, когда в мире появляется искусственный источник крови под..."
Красотка, Драма  Повседневность  Романтика  Сёдзё,2005,https://animestars.org/aniserials/video/drama/833-krasotka.html,"Вспоминая школьную жизнь, невозможно не вспомнить свою первую любовь. Давайте вернемся в те времена, когда любовная драма была, возможно, самой сильной в вашей жизни. Вам нравится девушка, но вы ей не нравитесь. Ей нравится парень, но ему нравится другая. Вы не знаете, как поступать в данной ситуации. Возможно, это ваша первая любовь и такой сильной она не будет уже никогда...."
Крестовый поход Хроно, Драма  Комедия  Мистика  Приключения  Сверхъестественное  Сёнэн,2003,https://animestars.org/aniserials/video/drama/627-krestovyy-pohod-hrono.html,"Борьба с демонами ведется, одновременно, на нескольких фронтах. Сложно себе представить тот адский труд и те усилия, которые прикладываются, для устранения угрозы человечеству со стороны демонов. Пустить всё на самотёк невозможно. В каждом из нас идёт война между добром и злом. Когда зло побеждает, на помощь этому человеку приходят экзорцисты. Люди, способные бороться с демонами...."
Кризис каждый день, OVA  Меха  Приключения  Сёнэн  Фантастика,1987,https://animestars.org/ova/929-krizis-kazhdyj-den.html,"Случившееся в аниме «Кризис каждый день» не оставит равнодушным жителей страны и их историю. Недалекое будущее приведет к фатальным последствиям, поскольку Земля, в частности Токио, подвергается максимальному землетрясению. После столкновения с проблемой, город разрушен до последнего дома. Восстановление прошло не быстро, после чего, перестройки и прочие приключения войдут в..."
Кризис каждый день: Токио 2040, Меха  Приключения  Сёнэн  Фантастика,1998,https://animestars.org/aniserials/video/mecha/957-krizis-kazhdyj-den-tokio-2040.html,"Будущее за мегаполисами и крупными корпорациями. Каждый день мы все больше ассимилируемся с крупными корпорациями. Посмотрите, как крупные корпорации ведут себя сейчас. С каждым днем антимонопольный комитет становится все слабее в борьбе за равный рынок. Завтра вы не сможете выйти из квартиры, не имея чего-то определенного от компании «Х», которая только и может делать эту самую..."
Кровавая ночь Сэнгоку, Вампиры  Гарем для девушек  История  Кемонобито  Приключения  Романтика  Сёдзё  Фэнтези,2017,https://animestars.org/aniserials/video/vampires/269-krovavaya-noch-sengoku.html,"Аниме адаптировано по одноименной игре, которая была создана для телефонов, что можно заметить по рисовке. Действие разворачивается в двух мирах, совершенно независимых друг от друга. Первый мир – фантастический, имеющий название Шинга. Он очень похож на Японию времени Сэнгоку. В аниме мир процветает и удивляет своим спокойствием. Но эта идиллия длится не долго. Фантастический мир..."
Кровавый парень, Вампиры  Комедия  Мистика  Сверхъестественное  Сэйнэн  Фэнтези,2013,https://animestars.org/aniserials/video/vampires/340-krovavyy-paren.html,"Одни представляют себе ад очень страшным местом. В основном все ассоциирую ад с девятью кругами Дантэ. Очень страшное место, куда боятся попасть абсолютно все. Тут же ад предстанет перед нами в виде города, в котором правят Банды. Само собой разумеется, что у банд есть главари и этим самым главарем одной из таких банд является наш главный герой по имени Стаз. Стаз вампир и он..."
Кровь Триединства, Вампиры  Драма  Мистика  Постапокалиптика  Приключения  Сэйнэн  Фэнтези,2005,https://animestars.org/aniserials/video/vampires/181-krov-triedinstva.html," С момента конца света прошло уже девять веков. Империя Мафусаилов, основавшаяся на востоке Европы, противостоит человеческой расе, сосредоточившейся в Ватикане. Однако есть ещё один центр - основанное людьми королевство Альбион, которое не вмешивается в борьбу двух противников. Им уже давно не по силам сдерживать два конкурирующих государства, воюющих с тех пор как ушла из жизни их..."
Кровь-С, Вампиры  Драма  Мистика  Сэйнэн  Ужасы  Фэнтези  Школа,2011,https://animestars.org/aniserials/video/vampires/82-krov-s.html,"Главная героиня истории - Сая Кисараги. Учится в школе. Плюс ко всему, она еще и жрица в храме, как и ее покойная мать. Но как вы уже смогли догадаться Сая необычная школьница. Она сражается с древними. Это монстроподобные существа, которые питаются человеческой плотью. Могут принимать различные формы. Некоторые похожи на статуи, некоторые на растения, а некоторые такие как Сая,..."
Кромешная путяга, Комедия  Повседневность  Сёнэн  Школа,2003,https://animestars.org/aniserials/video/comedy/975-kromeshnaja-putjaga.html,"Жизнь Такаси набирает оборотов. Аниме «Кромешная путяга» познакомит зрителей с легендарной школой Кромати. Здесь, каждый ученик живет «по понятиям», вся окрестность устроена на этом поведении, не представляя, к чему приведут обстоятельства. В предыдущей школе, Камияме, был одним с немногих, кто унаследовал отцовский бизнес, сумел вырваться с нищеты, и стать счастливчиком, однако..."
Крутой учитель Онидзука, Драма  Комедия  Повседневность  Сёнэн  Школа,1999,https://animestars.org/aniserials/video/drama/254-krutoy-uchitel-onidzuka.html,"Все мы видели много разных учителей в аниме-сериалах, но такого как этот – ни разу. В основном учителя представляются нам законопослушными педагогами. Учитель Онидзука Эйкити рушит все стереотипы. Байкер, главарь уличной банды «Онибаку», решает стать самым честным и справедливым учителем в школе. История повествует нам о том, как Эйкити вместе со своим старым одноклассником по имени..."
Купидонов шоколад, Гарем  Комедия  Романтика  Школа  Этти  Китайские,2015,https://animestars.org/aniserials/video/garem/263-kupidonov-shokolad.html,"Жизнь Цзян Хаои ничем не отличалась от его собратьев, но вскоре произойдет непредвиденное и он изменится. Учебный процесс разворачивался как и в остальных, без прогулов, да и выглядел простым школьником. Неожиданное событие переворачивает весь мир. Мальчишка пробует шоколад Бога Любви в результате чего его истинное лицо проявляет всю свою сущность. Вскоре к герою проявляет симпатию..."
Купидонов шоколад 2 сезон, Гарем  Драма  Комедия  Романтика  Этти  Китайские,2017,https://animestars.org/aniserials/video/garem/264-kupidonov-shokolad-2-sezon.html,"Цзян Хаои – обычный школьник, который ведет размеренную, спокойную и всеми совершенно непримечательную жизнь. Его устраивает то, что он ни с кем не заводит новых знакомств, у него нет лучших друзей, а девушки – тем более. Жизнь парня серая, но он ничего не делает с этим. Но воля случая решила, что главный герой живет слишком скучно, уныло и его жизнь нужно приукрасить. Поэтому юная..."
Куродзука, Экшен  Вампиры  Драма  История  Романтика  Сэйнэн  Ужасы  Фантастика  Фэнтези,2008,https://animestars.org/aniserials/video/action/813-kurodzuka.html,"Самурай Курасама и его слуга Бэнкей однажды увидели в горах в лесу огонь. Они решили попроситься на ночлег. Было странно видеть хижину в такой глуши, а еще более необычным было увидеть, что хозяйка лачуги – молодая девушка по имени Куромицу. Кура влюбился в нее с первого взгляда. Она тут же определила его благородное происхождение. Девушка разрешила остаться им, но поставила условие..."
Кэйон! 1 сезон, Комедия  Музыка  Повседневность  Школа,2009,https://animestars.org/aniserials/video/comedy/417-keyon-1-sezon.html,"Школа несет в себе множество разочарований и приятных мгновений. Данная экранизация не является исключением. В заведении появилось множество кружков, где старшеклассники смогут выбрать для себя те предпочтения, которые ближе по душе. Вскоре появляется некая группа музыкантов состоящая с двух девчонок: Мио и Рицы. Именно они являются самыми грандиозными красавицами в школе, от..."
Кэйон!! 2 сезон, Комедия  Музыка  Повседневность  Школа,2010,https://animestars.org/aniserials/video/comedy/420-keyon-2-sezon.html,"Квартет с могущественных профессионалов в музыке: Рицы, Цумуги, Миги и Юй перевернут реальность человечества. Оказывается, в этот раз они серьезно задумались о завтрашнем дне, поскольку они являются выпускницами одиннадцатого класса. Правда заключается в том, что «Весенний чай» вскоре вовсе может перестать существовать, ведь каждую с красавиц ожидают непредсказуемая жизнь, ведь они..."
Кэрол и Тьюсдей, Драма  Музыка  Романтика  Фантастика,2019,https://animestars.org/aniserials/video/drama/479-kerol-i-tyusdey.html,"Прошло уже пятьдесят лет как люди начали переселение на планету пригодную для их проживания и решили ее обжить. На планете под названием Марс культурой заправлял Искусственный Интеллект, поэтому человечество довольствовалось потребительством. Но в Альба-Сити проживает прекрасная девочка, которая работает не полный день и старается свободное время заниматься музыкой. Она хочет стать..."
Лазурные огни, Музыка  Повседневность  Фэнтези,2020,https://animestars.org/aniserials/video/music/795-lazurnye-ogni.html,"Аниме жанра айдолов про девочек волшебниц-айдолов. Тиара, главная героиня, очень хочет быть похожей на свою знаменитую старшую сестру. Сестра у нее не просто знаменитость, она кумир миллионов, идол. Тиара, полная решимости тоже стать идолом, идет учиться в академию идолов, где таких же амбициозных и красивых девчонок учат петь, танцевать и вести себя как идолы. Тиара поселяется в..."
Лазурный путь, Экшен  Война  Приключения,2019,https://animestars.org/aniserials/video/action/557-lazurnyy-put.html,"Сирены господствуют в океане. Из-за них ни один корабль не может доплыть до места назначения. Они используют технологии не подвластные пониманию человека. И всё же для борьбы с сиренами была создана специальная команда, получившая название ""Лазурный путь"". Существует она не один год и на нее выделяется не мало средств. Делится она на четыре фракции. Конфликты между ними неизбежны,..."
Легенда Араты, Приключения  Сёнэн  Фэнтези,2013,https://animestars.org/aniserials/video/adventure/155-legenda-araty.html," Параллельная вселенная. Амавакуни - это мир где боги и люди живут вместе. В этом мире каждые 30 лет избирается новая принцесса, да бы сохранять порядок и покой. Но есть одна проблема, ведь только девушки из клана Химэ могут становиться теми самыми принцессами, а в клане уже как 30 лет не рождались девушки. Поэтому решили отправить Арату. Мальчишку который довольно таки сильно похож..."
Легенда о героях Галактики, Война  Драма  Приключения  Фантастика,2018,https://animestars.org/aniserials/video/war/277-legenda-o-geroyah-galaktiki.html,"Далекое будущее. Человечество всё еще не вымерло, наоборот оно освоило жизнь на других планетах. Но жизнь от этого проще не стала, так как земное правительство воюет с колонистами. Продолжается это уже аж 150 лет. Противоборствует Галактический Рейх и Союз Свободных Планет. Назревает ядерная война. Сдерживает ее лишь табу на использование, как на Земле, так и на других освоенных..."
Легенда о Гранкресте, Экшен  Драма  Приключения  Романтика  Фэнтези,2018,https://animestars.org/aniserials/video/action/217-legenda-o-grankreste.html," Действие этого остросюжетного аниме-сериала разворачивается на континенте. Повсюду хаос, демоны угрожают стереть всё и всех с лица земли. Правители активно борются против демонов с помощью Гербов. Эти артефакты дают его обладателям сверхъестественную силу. Со временем Правители всё же стали ссориться и делить эти Гербы, чтобы тем самым расширить свои владения, из-за этого начались..."
Легенда о легендарных героях, Драма  Комедия  Сэйнэн  Фэнтези,2010,https://animestars.org/aniserials/video/drama/791-legenda-o-legendarnyh-gerojah.html,"После сражения демонов и ангелов прошло не малое количество времени. Даже, после того, как все успокоилось, люди, не смогли сидеть спокойно на одном месте и решили повоевать друг с другом. А почему бы и нет? В этом вся человеческая натура. Мы будем сражаться друг с другом по любому поводу. Иногда кажется, что природой в человеке было заложено сражаться между собой за ресурсы и..."
Легенда о Химико, Драма  Приключения  Сверхъестественное  Фэнтези,1999,https://animestars.org/aniserials/video/drama/788-legenda-o-himiko.html,"Каждый день тебя будут ждать новые испытания, особенно если ты особа королевских кровей. После пробуждения тебя ото сна, ты начинаешь усердно готовится к становлению правителем страны. Все новые и новые знания переполняют тебя. Ты надеешься стать непревзойденным и лучшим в управлении страной, чем все те, кто были до тебя и будут после тебя. Всем этим событиям суждено сбыться в том..."
Леди против дворецких!, Гендерная интрига  Комедия  Романтика  Школа  Этти,2010,https://animestars.org/aniserials/video/gender_intriga/602-ledi-protiv-dvoreckih.html,"Понять блага «высшего» общества не так-то и просто. Их дома переполнены прислугой. Повара, горничные, дворецкие в порядке вещей. По утрам тебя будит не будильник, а миловидная девушка, которая после слов «Доброе Утро» рассказывает о планах на день, какие запланированы встречи, события и прочее. Для нас, простых «смертных» видеть нечто такое кажется странным. Просыпаться от..."
Летняя буря! 1-2 сезон, Гендерная интрига  Комедия  Мистика  Повседневность  Романтика  Сёнэн  Фэнтези  Этти,2009,https://animestars.org/aniserials/video/gender_intriga/126-letnyaya-burya.html," Главный герой сериала – Хадзимэ Ясака. Он приезжает на каникулы к своему деду. Он становится постоянным посетителем одного местного заведения. Это кофейня, в которой всегда весело и никогда не бывает скучно. Владелица кофейни отличается от других людей своей креативностью, она собрала в своем заведении людей близких ей по духу, которые помогают ей реализовать все ее задумки и..."
Летопись войн острова Лодосс, Драма  Приключения  Романтика  Фэнтези,1998,https://animestars.org/aniserials/video/drama/1000-letopis-vojn-ostrova-lodoss.html,"Смерть Гима повлекла за собой, в аниме «Летопись войн острова Лодосс», ужасные последствия. Уже через пять лет, после смерти мужчины, мир превращается в руины. Место на троне занимает юноша Парн, который, за это время, научился пользоваться мечем, он становиться одним с лучших, овладевших железом. Оказывается, Ашраму стала известна правда: убив одного с драконов, перед ним откроется..."
Линия Дьявола, Вампиры  Драма  Мистика  Приключения  Романтика  Сэйнэн  Ужасы,2018,https://animestars.org/aniserials/video/vampires/261-liniya-dyavola.html,"Цукаса не верила в существование вампиров, читала это легендой и выдумками, пока однажды на улице не пересеклась с одним с монстров. Подруги рассказывали, что те живы, вскоре они нарушат человеческий покой и выйдут в наш мир с целью уничтожения всего живого и насладиться плотью. Акимура захотел поцеловать красавицу, как только его губы опустились к шее, неизвестный герой прервал..."
Лог Горизонт, Комедия  Приключения  Романтика  Сёнэн  Фэнтези,2013,https://animestars.org/aniserials/video/comedy/140-log-gorizont.html," О том, насколько опасны виртуальные игры, несколько тысяч юных геймеров осознало, когда оказалось в ловушке онлайн игры «Меча и магии». Целых 30 тыс. геймеров оказались заключенными этой фэнтезйной онлайн игры. Мир игры перенёсся для них в реальность и поначалу кажется весьма привлекательным, ведь смерть здесь игровая, и в любом случае ты очнёшься в храме города, где успел..."
Лог Горизонт 2 сезон, Игра  Приключения  Сёнэн  Фэнтези,2014,https://animestars.org/aniserials/video/game/194-log-gorizont-2-sezon.html," История ветерана ММО Сироэ продолжается! Он признанный стратег, у которого прекрасный аналитический острый ум. Сироэ успел получить широкую известность, как Четырехглазый Хитрец. У Сироэ прекрасная команда, а точнее гильдия, которая называется ««Log Horizon». В его команду входят такие же хитрые стратеги, как и он. К тому же все они проверенные ребята, на которых можно положиться...."
Лог Горизонт 3 сезон, Игра  Приключения  Фэнтези,2021,https://animestars.org/aniserials/video/game/1070-log-gorizont-3-sezon.html,"Аниме «Лог Горизонт 3 сезон» продолжает историю Сироэ со своими друзьями в мире Elder Tale. Как вы помните, он и множество игроков со всего мира попали в этот мир по неизвестной никому причине. Множество загадок и тайн мира все еще не раскрыты и их только предстоит раскрыть. В прошлых сезонах мы узрели всевозможные стороны главных героев, их характер, стиль ведения боя и..."
Ложные выводы, Детектив  Комедия  Романтика  Сверхъестественное  Сёнэн  Фэнтези,2020,https://animestars.org/aniserials/video/detective/661-lozhnye-vyvody.html,"Детство проходит для каждого по-разному. У нашей героини самый рассвет детства не задался. Бедную девушку похитили по просили стать служителем божества мудрости. Ладно бы просто попросили, но всё не так просто, как может показаться на первый взгляд. Принять предложение можно, однако, присутствует в этом самом соглашении два, очень интересных, пункта. Для начала, нужно лишится..."
Лорд Сюэ Ин, Экшен  Боевые искусства  История  Приключения  Романтика  Фэнтези  Китайские,2018,https://animestars.org/aniserials/video/action/1003-lord-sjuje-in.html,"На территории Тихого Солнца, где расположена провинциальная среда, находиться небольшое поместье Снежного Орла. Эта земля, принадлежит всем, кто верит в пророчество и собирается сопутствовать его успехам. Окажется, герой аниме «Лорд Сюэ Ин», родом с этой долины. Когда-то давно, легендарный и всем известный клан Дун Бо, сумел закрепиться на окраине, что сделает местность своим..."
Лунное путешествие приведёт к новому миру, Комедия  Приключения  Сёнэн  Фэнтези  Новинки,2021,https://animestars.org/aniserials/video/comedy/1127-lunnoe-puteshestvie-privedet-k-novomu-miru.html,"Главный герой аниме «Лунное путешествие приведёт к новому миру» мечтал попасть в другой мир с элементами фэнтези. Желание парня сбылось и он, внезапно, оказывается призванным в другой мир для становления героем. Стандартный шаблон сразу же разрушается, как только он оказывается никому не нужный. Бедолагу отправляют в далекие дали для его дальнейшего существования. Жалкая жизнь..."
